size_sq_ft,propertyType,bedrooms,localityName,price,price_per_sqft,location_avg_price
1100,Independent Floor,2,Pitampura,25000,22.727272727272727,36047.10743801653
2400,Independent Floor,2,Pitampura,30000,12.5,36047.10743801653
1350,Independent Floor,2,Pitampura,35000,25.925925925925927,36047.10743801653
2600,Independent Floor,2,Pitampura,50000,19.23076923076923,36047.10743801653
1350,Independent Floor,2,Pitampura,30000,22.22222222222222,36047.10743801653
600,Apartment,2,Pitampura,16000,26.666666666666668,36047.10743801653
800,Independent House,2,Karol Bagh,19000,23.75,25795.897959183672
600,Independent Floor,2,Karol Bagh,16000,26.666666666666668,25795.897959183672
900,Apartment,2,Karol Bagh,21000,23.333333333333332,25795.897959183672
800,Independent Floor,2,Karol Bagh,22000,27.5,25795.897959183672
450,Apartment,2,Karol Bagh,15000,33.333333333333336,25795.897959183672
500,Independent Floor,2,Karol Bagh,19000,38.0,25795.897959183672
600,Independent Floor,2,Karol Bagh,24000,40.0,25795.897959183672
700,Independent Floor,2,Karol Bagh,23000,32.857142857142854,25795.897959183672
800,Apartment,2,Karol Bagh,18000,22.5,25795.897959183672
1150,Independent Floor,2,Pitampura,28000,24.347826086956523,36047.10743801653
1800,Independent Floor,3,Pitampura,55000,30.555555555555557,36047.10743801653
1400,Independent Floor,3,Pitampura,38000,27.142857142857142,36047.10743801653
1350,Independent Floor,2,Pitampura,35000,25.925925925925927,36047.10743801653
1300,Independent Floor,2,Pitampura,25000,19.23076923076923,36047.10743801653
900,Independent Floor,3,Pitampura,27000,30.0,36047.10743801653
1050,Independent Floor,2,Pitampura,29000,27.61904761904762,36047.10743801653
1400,Independent Floor,3,Pitampura,38000,27.142857142857142,36047.10743801653
1450,Independent Floor,3,Pitampura,52000,35.86206896551724,36047.10743801653
1000,Independent Floor,3,Pitampura,26000,26.0,36047.10743801653
700,Independent Floor,2,Pitampura,15000,21.428571428571427,36047.10743801653
1600,Independent Floor,2,Pitampura,24000,15.0,36047.10743801653
1600,Independent Floor,3,Pitampura,35000,21.875,36047.10743801653
725,Independent House,2,Karol Bagh,16000,22.06896551724138,25795.897959183672
925,Independent House,3,Karol Bagh,23000,24.864864864864863,25795.897959183672
650,Independent Floor,2,Pitampura,15000,23.076923076923077,36047.10743801653
2700,Independent Floor,4,Pitampura,75000,27.77777777777778,36047.10743801653
1850,Independent Floor,3,Pitampura,36000,19.45945945945946,36047.10743801653
1450,Independent Floor,3,Pitampura,29000,20.0,36047.10743801653
1800,Independent Floor,3,Pitampura,40000,22.22222222222222,36047.10743801653
2700,Independent Floor,4,Pitampura,60000,22.22222222222222,36047.10743801653
1850,Independent Floor,3,Pitampura,35000,18.91891891891892,36047.10743801653
3600,Independent Floor,4,Pitampura,60000,16.666666666666668,36047.10743801653
1350,Independent Floor,3,Pitampura,35000,25.925925925925927,36047.10743801653
2700,Independent Floor,3,Pitampura,55000,20.37037037037037,36047.10743801653
2700,Independent Floor,4,Pitampura,60000,22.22222222222222,36047.10743801653
1800,Independent Floor,2,Pitampura,23000,12.777777777777779,36047.10743801653
960,Independent Floor,3,Pitampura,26000,27.083333333333332,36047.10743801653
1800,Independent Floor,3,Pitampura,45000,25.0,36047.10743801653
2700,Independent Floor,4,Pitampura,80000,29.62962962962963,36047.10743801653
3600,Independent Floor,4,Pitampura,90000,25.0,36047.10743801653
1850,Independent Floor,3,Pitampura,30000,16.216216216216218,36047.10743801653
3600,Independent Floor,4,Pitampura,100000,27.77777777777778,36047.10743801653
2700,Independent Floor,4,Pitampura,65000,24.074074074074073,36047.10743801653
3500,Independent Floor,4,Pitampura,60000,17.142857142857142,36047.10743801653
1500,Independent Floor,3,Pitampura,28000,18.666666666666668,36047.10743801653
1600,Independent Floor,3,Pitampura,35000,21.875,36047.10743801653
1650,Independent Floor,3,Pitampura,40000,24.242424242424242,36047.10743801653
1150,Independent Floor,3,Pitampura,27000,23.47826086956522,36047.10743801653
1850,Independent Floor,3,Pitampura,35000,18.91891891891892,36047.10743801653
1250,Independent Floor,3,Pitampura,28000,22.4,36047.10743801653
1900,Independent Floor,3,Pitampura,45000,23.68421052631579,36047.10743801653
2700,Independent Floor,4,Pitampura,73000,27.037037037037038,36047.10743801653
1800,Independent Floor,3,Pitampura,44000,24.444444444444443,36047.10743801653
1850,Independent Floor,3,Pitampura,30000,16.216216216216218,36047.10743801653
1500,Independent Floor,3,Pitampura,30000,20.0,36047.10743801653
2250,Independent Floor,4,Pitampura,60000,26.666666666666668,36047.10743801653
1300,Independent Floor,2,Pitampura,25000,19.23076923076923,36047.10743801653
2250,Independent Floor,4,Pitampura,35000,15.555555555555555,36047.10743801653
1800,Independent Floor,3,Pitampura,45000,25.0,36047.10743801653
1850,Independent Floor,4,Pitampura,85000,45.945945945945944,36047.10743801653
1850,Independent Floor,4,Pitampura,50000,27.027027027027028,36047.10743801653
1850,Independent Floor,4,Pitampura,38000,20.54054054054054,36047.10743801653
1800,Independent Floor,3,Pitampura,35000,19.444444444444443,36047.10743801653
3600,Independent Floor,4,Pitampura,60000,16.666666666666668,36047.10743801653
1250,Independent Floor,3,Pitampura,27500,22.0,36047.10743801653
1900,Independent Floor,3,Pitampura,38000,20.0,36047.10743801653
1350,Independent Floor,3,Pitampura,55000,40.74074074074074,36047.10743801653
1850,Independent Floor,3,Pitampura,36000,19.45945945945946,36047.10743801653
1400,Independent Floor,2,Pitampura,23000,16.428571428571427,36047.10743801653
1400,Apartment,3,Pitampura,32000,22.857142857142858,36047.10743801653
1350,Independent Floor,3,Pitampura,32000,23.703703703703702,36047.10743801653
1800,Independent Floor,3,Pitampura,30000,16.666666666666668,36047.10743801653
1850,Independent Floor,3,Pitampura,30000,16.216216216216218,36047.10743801653
2250,Independent Floor,3,Pitampura,45000,20.0,36047.10743801653
1800,Independent Floor,3,Pitampura,40000,22.22222222222222,36047.10743801653
1200,Independent Floor,3,Pitampura,35000,29.166666666666668,36047.10743801653
3600,Independent Floor,4,Pitampura,75000,20.833333333333332,36047.10743801653
2200,Independent Floor,3,Pitampura,35000,15.909090909090908,36047.10743801653
2250,Independent Floor,3,Pitampura,50000,22.22222222222222,36047.10743801653
1000,Independent Floor,3,Pitampura,26000,26.0,36047.10743801653
1400,Independent Floor,3,Pitampura,32000,22.857142857142858,36047.10743801653
1500,Independent Floor,3,Pitampura,35000,23.333333333333332,36047.10743801653
1850,Independent Floor,3,Pitampura,40000,21.62162162162162,36047.10743801653
2500,Independent Floor,4,Pitampura,60000,24.0,36047.10743801653
1350,Independent Floor,3,Pitampura,32000,23.703703703703702,36047.10743801653
820,Independent Floor,2,Pitampura,25000,30.48780487804878,36047.10743801653
1100,Independent Floor,3,Pitampura,25000,22.727272727272727,36047.10743801653
1350,Independent Floor,3,Pitampura,35000,25.925925925925927,36047.10743801653
2700,Independent Floor,3,Pitampura,55000,20.37037037037037,36047.10743801653
3600,Independent Floor,4,Pitampura,90000,25.0,36047.10743801653
2700,Independent Floor,4,Pitampura,60000,22.22222222222222,36047.10743801653
1050,Independent Floor,2,Pitampura,21000,20.0,36047.10743801653
1700,Independent Floor,3,Pitampura,32000,18.823529411764707,36047.10743801653
2700,Independent Floor,4,Pitampura,80000,29.62962962962963,36047.10743801653
1850,Independent Floor,3,Pitampura,38000,20.54054054054054,36047.10743801653
900,Apartment,3,Karol Bagh,22000,24.444444444444443,25795.897959183672
1050,Apartment,3,Karol Bagh,28000,26.666666666666668,25795.897959183672
550,Independent Floor,2,Karol Bagh,16000,29.09090909090909,25795.897959183672
500,Apartment,2,Pitampura,16000,32.0,36047.10743801653
1000,Independent Floor,2,Pitampura,24500,24.5,36047.10743801653
1800,Independent Floor,3,Pitampura,50000,27.77777777777778,36047.10743801653
1000,Independent Floor,3,Pitampura,28000,28.0,36047.10743801653
1100,Independent Floor,3,Pitampura,27000,24.545454545454547,36047.10743801653
750,Apartment,2,Pitampura,24000,32.0,36047.10743801653
1800,Apartment,3,Pitampura,54000,30.0,36047.10743801653
900,Independent Floor,2,Pitampura,21000,23.333333333333332,36047.10743801653
1050,Independent Floor,2,Pitampura,40000,38.095238095238095,36047.10743801653
650,Apartment,2,Pitampura,18000,27.692307692307693,36047.10743801653
600,Apartment,2,Pitampura,16000,26.666666666666668,36047.10743801653
1400,Apartment,2,Pitampura,25000,17.857142857142858,36047.10743801653
800,Apartment,2,Pitampura,28000,35.0,36047.10743801653
700,Independent Floor,2,Pitampura,16000,22.857142857142858,36047.10743801653
1800,Apartment,3,Dr Mukherji Nagar,36000,20.0,28865.853658536584
1000,Independent Floor,3,Burari,12000,12.0,12647.058823529413
2200,Independent Floor,4,Model Town,75000,34.09090909090909,35170.454545454544
1440,Independent Floor,3,Gujranwala Town,29000,20.13888888888889,36161.290322580644
1440,Independent Floor,3,Dr Mukherji Nagar,28000,19.444444444444443,28865.853658536584
900,Independent Floor,2,Vijay Nagar,32000,35.55555555555556,32894.73684210526
900,Independent Floor,2,Vijay Nagar,28000,31.11111111111111,32894.73684210526
1440,Independent Floor,3,Pitampura,35000,24.305555555555557,36047.10743801653
1200,Independent Floor,2,Model Town,25000,20.833333333333332,35170.454545454544
1440,Independent Floor,2,Dr Mukherji Nagar,22000,15.277777777777779,28865.853658536584
720,Independent Floor,2,Model Town,18000,25.0,35170.454545454544
1440,Independent Floor,3,Dr Mukherji Nagar,38000,26.38888888888889,28865.853658536584
720,Independent Floor,2,Dr Mukherji Nagar,22000,30.555555555555557,28865.853658536584
1440,Independent Floor,3,Dr Mukherji Nagar,35000,24.305555555555557,28865.853658536584
750,Apartment,2,Pitampura,25000,33.333333333333336,36047.10743801653
720,Independent Floor,2,Dr Mukherji Nagar,17000,23.61111111111111,28865.853658536584
720,Independent Floor,2,Dr Mukherji Nagar,25000,34.72222222222222,28865.853658536584
1800,Independent Floor,3,Vijay Nagar,55000,30.555555555555557,32894.73684210526
800,Independent Floor,3,Dr Mukherji Nagar,25000,31.25,28865.853658536584
1800,Independent Floor,3,Vijay Nagar,70000,38.888888888888886,32894.73684210526
700,Apartment,2,Pitampura,15000,21.428571428571427,36047.10743801653
1400,Independent Floor,3,Pitampura,33000,23.571428571428573,36047.10743801653
950,Independent Floor,2,Pitampura,20000,21.05263157894737,36047.10743801653
1350,Independent Floor,3,Pitampura,27000,20.0,36047.10743801653
1300,Apartment,3,Pitampura,30000,23.076923076923077,36047.10743801653
1400,Independent Floor,3,Pitampura,32000,22.857142857142858,36047.10743801653
1700,Independent Floor,3,Pitampura,33000,19.41176470588235,36047.10743801653
1600,Independent Floor,3,Pitampura,30000,18.75,36047.10743801653
1700,Apartment,3,Pitampura,55000,32.35294117647059,36047.10743801653
1200,Apartment,3,Pitampura,35000,29.166666666666668,36047.10743801653
700,Apartment,2,Pitampura,21000,30.0,36047.10743801653
750,Independent Floor,2,Dr Mukherji Nagar,18000,24.0,28865.853658536584
820,Independent Floor,2,Dr Mukherji Nagar,18000,21.951219512195124,28865.853658536584
720,Independent Floor,2,Dr Mukherji Nagar,16000,22.22222222222222,28865.853658536584
700,Independent Floor,2,Dr Mukherji Nagar,17000,24.285714285714285,28865.853658536584
600,Independent Floor,2,Dr Mukherji Nagar,14000,23.333333333333332,28865.853658536584
540,Independent Floor,2,Dr Mukherji Nagar,13000,24.074074074074073,28865.853658536584
900,Apartment,2,Pitampura,25000,27.77777777777778,36047.10743801653
1400,Independent Floor,3,Pitampura,36000,25.714285714285715,36047.10743801653
1350,Independent Floor,2,Pitampura,29000,21.48148148148148,36047.10743801653
2700,Independent Floor,4,Pitampura,75000,27.77777777777778,36047.10743801653
1382,Apartment,3,Pitampura,42000,30.390738060781477,36047.10743801653
3000,Independent Floor,3,Pitampura,90000,30.0,36047.10743801653
1000,Independent Floor,2,Pitampura,20000,20.0,36047.10743801653
1800,Apartment,3,Karol Bagh,45000,25.0,25795.897959183672
850,Apartment,2,Pitampura,14000,16.470588235294116,36047.10743801653
750,Apartment,2,other,13000,17.333333333333332,61900.17677136596
1700,Apartment,3,Pitampura,42000,24.705882352941178,36047.10743801653
750,Independent House,2,Karol Bagh,20000,26.666666666666668,25795.897959183672
2200,Independent Floor,3,Karol Bagh,70000,31.818181818181817,25795.897959183672
1385,Apartment,3,other,38900,28.08664259927798,61900.17677136596
1450,Independent Floor,3,Model Town,35000,24.137931034482758,35170.454545454544
1500,Apartment,3,Pitampura,40000,26.666666666666668,36047.10743801653
900,Independent Floor,3,Pitampura,21000,23.333333333333332,36047.10743801653
900,Independent Floor,2,Pitampura,20000,22.22222222222222,36047.10743801653
900,Independent Floor,2,Pitampura,21000,23.333333333333332,36047.10743801653
1800,Independent Floor,3,Model Town,30000,16.666666666666668,35170.454545454544
1500,Apartment,3,Pitampura,45000,30.0,36047.10743801653
1080,Independent Floor,2,Pitampura,30000,27.77777777777778,36047.10743801653
1100,Independent Floor,3,Pitampura,30000,27.272727272727273,36047.10743801653
1000,Independent Floor,3,Pitampura,28000,28.0,36047.10743801653
950,Independent Floor,3,Shastri Nagar,22000,23.157894736842106,15307.692307692309
900,Independent Floor,2,Model Town,16000,17.77777777777778,35170.454545454544
800,Independent Floor,2,Karol Bagh,23000,28.75,25795.897959183672
2200,Independent Floor,4,Pitampura,50000,22.727272727272727,36047.10743801653
2500,Independent Floor,4,Pitampura,90000,36.0,36047.10743801653
2000,Independent Floor,3,Pitampura,50000,25.0,36047.10743801653
1800,Apartment,3,Pitampura,50000,27.77777777777778,36047.10743801653
1500,Apartment,3,other,39500,26.333333333333332,61900.17677136596
700,Independent Floor,2,Karol Bagh,25000,35.714285714285715,25795.897959183672
1400,Apartment,3,Pitampura,41000,29.285714285714285,36047.10743801653
1428,Apartment,3,other,42000,29.41176470588235,61900.17677136596
1500,Apartment,3,Pitampura,35000,23.333333333333332,36047.10743801653
720,Independent Floor,2,Dr Mukherji Nagar,20000,27.77777777777778,28865.853658536584
900,Independent Floor,2,Pitampura,21000,23.333333333333332,36047.10743801653
900,Independent Floor,3,Pitampura,25000,27.77777777777778,36047.10743801653
800,Independent Floor,2,Karol Bagh,26000,32.5,25795.897959183672
1800,Independent Floor,3,Pitampura,35000,19.444444444444443,36047.10743801653
700,Apartment,2,Pitampura,25000,35.714285714285715,36047.10743801653
1500,Apartment,3,Pitampura,43500,29.0,36047.10743801653
1500,Apartment,2,Pitampura,35000,23.333333333333332,36047.10743801653
2350,Independent Floor,3,Pitampura,120000,51.06382978723404,36047.10743801653
1750,Independent Floor,3,Pitampura,70000,40.0,36047.10743801653
550,Independent Floor,2,Shastri Nagar,14000,25.454545454545453,15307.692307692309
1800,Independent Floor,3,other,35000,19.444444444444443,61900.17677136596
1200,Independent Floor,2,Vijay Nagar,25000,20.833333333333332,32894.73684210526
1600,Independent Floor,3,Dr Mukherji Nagar,35000,21.875,28865.853658536584
1600,Independent Floor,3,Vijay Nagar,35000,21.875,32894.73684210526
1500,Apartment,3,Pitampura,45000,30.0,36047.10743801653
2234,Independent Floor,3,Pitampura,50000,22.381378692927484,36047.10743801653
1400,Apartment,3,Pitampura,36000,25.714285714285715,36047.10743801653
900,Independent Floor,3,Pitampura,34000,37.77777777777778,36047.10743801653
1750,Independent Floor,3,Pitampura,90000,51.42857142857143,36047.10743801653
2350,Independent Floor,4,Pitampura,110000,46.808510638297875,36047.10743801653
1750,Independent Floor,3,Pitampura,82000,46.857142857142854,36047.10743801653
900,Independent Floor,3,Pitampura,33000,36.666666666666664,36047.10743801653
1350,Independent Floor,3,Pitampura,36000,26.666666666666668,36047.10743801653
1350,Independent Floor,3,Pitampura,65000,48.148148148148145,36047.10743801653
750,Independent Floor,3,Pitampura,39000,52.0,36047.10743801653
600,Independent Floor,2,Pitampura,23000,38.333333333333336,36047.10743801653
1800,Independent Floor,3,Dr Mukherji Nagar,45000,25.0,28865.853658536584
1700,Independent House,3,Dr Mukherji Nagar,35000,20.58823529411765,28865.853658536584
1600,Independent Floor,2,Gujranwala Town,45000,28.125,36161.290322580644
1000,Independent Floor,2,Dr Mukherji Nagar,28000,28.0,28865.853658536584
