size_sq_ft,propertyType,bedrooms,localityName,price,price_per_sqft,location_avg_price
900,Apartment,2,other,18000,20.0,61900.17677136596
1250,Apartment,3,other,25000,20.0,61900.17677136596
800,Independent Floor,2,other,25000,31.25,61900.17677136596
450,Independent Floor,2,other,8500,18.88888888888889,61900.17677136596
2450,Apartment,4,other,35000,14.285714285714286,61900.17677136596
1658,Apartment,3,other,26000,15.681544028950542,61900.17677136596
2350,Apartment,4,Dwarka 11 Sector,35000,14.893617021276595,33541.666666666664
1685,Apartment,3,other,26000,15.43026706231454,61900.17677136596
1650,Apartment,3,Dwarka 11 Sector,40000,24.242424242424242,33541.666666666664
1850,Apartment,3,other,32000,17.2972972972973,61900.17677136596
730,Apartment,2,other,17000,23.28767123287671,61900.17677136596
651,Independent Floor,2,other,11000,16.897081413210447,61900.17677136596
651,Apartment,2,other,15000,23.04147465437788,61900.17677136596
651,Apartment,2,other,15000,23.04147465437788,61900.17677136596
1600,Independent Floor,2,New Rajendra Nagar,30000,18.75,48647.05882352941
651,Independent Floor,2,laxmi nagar,10000,15.360983102918587,14418.079096045198
450,Independent Floor,2,other,8000,17.77777777777778,61900.17677136596
651,Independent Floor,2,laxmi nagar,17000,26.113671274961597,14418.079096045198
900,Apartment,2,other,20000,22.22222222222222,61900.17677136596
1300,Independent Floor,3,Chittaranjan Park,48000,36.92307692307692,50655.47445255474
1440,Independent Floor,3,Chittaranjan Park,50000,34.72222222222222,50655.47445255474
1750,Independent Floor,3,Poorvi Pitampura,60000,34.285714285714285,40421.875
1650,Independent Floor,3,other,55000,33.333333333333336,61900.17677136596
1350,Independent Floor,3,other,38000,28.14814814814815,61900.17677136596
1650,Independent Floor,3,other,60000,36.36363636363637,61900.17677136596
2750,Independent Floor,3,Poorvi Pitampura,85000,30.90909090909091,40421.875
900,Independent Floor,2,other,35000,38.888888888888886,61900.17677136596
760,Apartment,2,laxmi nagar,12500,16.44736842105263,14418.079096045198
660,Apartment,2,other,12000,18.181818181818183,61900.17677136596
560,Independent Floor,2,laxmi nagar,13000,23.214285714285715,14418.079096045198
1100,Independent Floor,2,South Extension,60000,54.54545454545455,131153.84615384616
800,Independent Floor,2,other,22000,27.5,61900.17677136596
600,Apartment,2,other,12000,20.0,61900.17677136596
1250,Independent Floor,3,other,25000,20.0,61900.17677136596
1250,Independent Floor,3,other,25000,20.0,61900.17677136596
800,Independent Floor,2,Mayur Vihar Phase 2,16500,20.625,20636.363636363636
1150,Apartment,3,Khirki Extension,26500,23.043478260869566,23170.721649484534
930,Apartment,2,Khirki Extension,26000,27.956989247311828,23170.721649484534
1000,Independent House,3,other,35000,35.0,61900.17677136596
750,Independent Floor,2,Prashant Vihar Sector 14,23000,30.666666666666668,31888.88888888889
2700,Independent Floor,4,other,100000,37.03703703703704,61900.17677136596
900,Independent Floor,3,Poorvi Pitampura,29500,32.77777777777778,40421.875
1350,Independent Floor,3,Poorvi Pitampura,46000,34.074074074074076,40421.875
900,Independent Floor,3,Poorvi Pitampura,40000,44.44444444444444,40421.875
1350,Independent Floor,3,Poorvi Pitampura,35000,25.925925925925927,40421.875
900,Independent Floor,3,Poorvi Pitampura,27000,30.0,40421.875
900,Independent Floor,3,other,26000,28.88888888888889,61900.17677136596
650,Apartment,2,other,21000,32.30769230769231,61900.17677136596
650,Apartment,2,Poorvi Pitampura,18000,27.692307692307693,40421.875
1750,Independent Floor,3,Poorvi Pitampura,53000,30.285714285714285,40421.875
900,Independent Floor,2,Poorvi Pitampura,22000,24.444444444444443,40421.875
1350,Independent Floor,3,Uttari Pitampura,46000,34.074074074074076,38741.379310344826
1750,Independent Floor,3,Poorvi Pitampura,65000,37.142857142857146,40421.875
1000,Independent Floor,2,other,20000,20.0,61900.17677136596
750,Independent Floor,2,other,30000,40.0,61900.17677136596
750,Independent Floor,2,other,25000,33.333333333333336,61900.17677136596
750,Independent Floor,2,Prashant Vihar Sector 14,28000,37.333333333333336,31888.88888888889
1600,Apartment,3,other,28000,17.5,61900.17677136596
1750,Independent Floor,3,Uttari Pitampura,48000,27.428571428571427,38741.379310344826
750,Independent Floor,2,Prashant Vihar Sector 14,22000,29.333333333333332,31888.88888888889
1500,Independent Floor,4,South Extension,150000,100.0,131153.84615384616
900,Independent Floor,3,Prashant Vihar Sector 14,29000,32.22222222222222,31888.88888888889
1350,Independent Floor,3,Prashant Vihar Sector 14,46000,34.074074074074076,31888.88888888889
750,Independent Floor,2,Prashant Vihar Sector 14,20000,26.666666666666668,31888.88888888889
750,Independent Floor,2,Prashant Vihar Sector 14,37500,50.0,31888.88888888889
450,Independent Floor,2,Sector-7 Rohini,18000,40.0,20847.82608695652
900,Independent Floor,3,other,32000,35.55555555555556,61900.17677136596
1750,Independent Floor,3,other,50000,28.571428571428573,61900.17677136596
1150,Independent Floor,3,other,38000,33.04347826086956,61900.17677136596
1750,Independent Floor,3,other,55000,31.428571428571427,61900.17677136596
2000,Independent Floor,4,other,205000,102.5,61900.17677136596
1350,Independent Floor,3,Poorvi Pitampura,41000,30.37037037037037,40421.875
1250,Independent Floor,2,other,25000,20.0,61900.17677136596
700,Independent Floor,2,other,8000,11.428571428571429,61900.17677136596
950,Independent Floor,2,other,15000,15.789473684210526,61900.17677136596
950,Independent Floor,3,other,22000,23.157894736842106,61900.17677136596
650,Apartment,2,other,10000,15.384615384615385,61900.17677136596
2500,Apartment,3,Dwarka 11 Sector,32000,12.8,33541.666666666664
5412,Independent House,4,South Extension Part 1,325641,60.17017738359202,259859.10714285713
2000,Independent Floor,3,New Rajendra Nagar,70000,35.0,48647.05882352941
750,Independent Floor,2,other,17500,23.333333333333332,61900.17677136596
1800,Independent Floor,3,other,45000,25.0,61900.17677136596
850,Independent Floor,2,other,15000,17.647058823529413,61900.17677136596
720,Independent Floor,2,other,18000,25.0,61900.17677136596
2000,Independent Floor,3,Chittaranjan Park,80000,40.0,50655.47445255474
1200,Independent Floor,2,South Extension,45000,37.5,131153.84615384616
2000,Apartment,4,other,32000,16.0,61900.17677136596
1800,Independent Floor,3,other,45000,25.0,61900.17677136596
1200,Independent Floor,3,Chittaranjan Park,46000,38.333333333333336,50655.47445255474
750,Independent Floor,2,Uttari Pitampura,26000,34.666666666666664,38741.379310344826
750,Independent Floor,2,Prashant Vihar Sector 14,25000,33.333333333333336,31888.88888888889
1350,Independent Floor,3,Poorvi Pitampura,45000,33.333333333333336,40421.875
900,Independent Floor,3,Uttari Pitampura,29000,32.22222222222222,38741.379310344826
580,Independent Floor,2,laxmi nagar,12500,21.551724137931036,14418.079096045198
560,Independent Floor,2,laxmi nagar,12000,21.428571428571427,14418.079096045198
560,Independent Floor,2,laxmi nagar,13500,24.107142857142858,14418.079096045198
900,Independent Floor,2,other,16000,17.77777777777778,61900.17677136596
618,Apartment,2,Khirki Extension,15860,25.663430420711975,23170.721649484534
980,Apartment,3,other,18000,18.367346938775512,61900.17677136596
460,Independent Floor,2,laxmi nagar,11000,23.91304347826087,14418.079096045198
2750,Independent Floor,4,other,90000,32.72727272727273,61900.17677136596
1750,Independent Floor,3,other,45000,25.714285714285715,61900.17677136596
900,Independent Floor,3,other,28000,31.11111111111111,61900.17677136596
2350,Independent Floor,3,Uttari Pitampura,65000,27.659574468085108,38741.379310344826
1350,Independent Floor,3,Uttari Pitampura,42000,31.11111111111111,38741.379310344826
1250,Independent Floor,3,other,38000,30.4,61900.17677136596
1350,Independent Floor,3,other,38000,28.14814814814815,61900.17677136596
900,Independent Floor,2,Uttari Pitampura,21000,23.333333333333332,38741.379310344826
900,Independent Floor,2,other,25000,27.77777777777778,61900.17677136596
550,Apartment,2,other,17000,30.90909090909091,61900.17677136596
900,Independent Floor,2,other,22000,24.444444444444443,61900.17677136596
900,Independent Floor,2,other,21000,23.333333333333332,61900.17677136596
900,Independent Floor,2,other,22000,24.444444444444443,61900.17677136596
1200,Apartment,3,Poorvi Pitampura,55000,45.833333333333336,40421.875
900,Independent Floor,2,Uttari Pitampura,22000,24.444444444444443,38741.379310344826
900,Independent Floor,3,Prashant Vihar Sector 14,30500,33.888888888888886,31888.88888888889
750,Independent Floor,2,other,25000,33.333333333333336,61900.17677136596
900,Independent Floor,2,other,18000,20.0,61900.17677136596
651,Independent Floor,2,laxmi nagar,15000,23.04147465437788,14418.079096045198
900,Independent House,2,Govindpuri,13000,14.444444444444445,13677.011494252874
750,Apartment,2,other,20000,26.666666666666668,61900.17677136596
550,Apartment,2,other,16000,29.09090909090909,61900.17677136596
900,Independent Floor,2,Poorvi Pitampura,22000,24.444444444444443,40421.875
1627,Apartment,3,other,47000,28.887523048555625,61900.17677136596
500,Independent Floor,2,other,13000,26.0,61900.17677136596
1260,Apartment,3,other,12000,9.523809523809524,61900.17677136596
550,Independent Floor,2,Govindpuri,10500,19.09090909090909,13677.011494252874
480,Independent Floor,2,Govindpuri,9200,19.166666666666668,13677.011494252874
1080,Independent Floor,3,other,22000,20.37037037037037,61900.17677136596
800,Independent Floor,2,Govindpuri,13000,16.25,13677.011494252874
550,Independent Floor,2,Govindpuri,12500,22.727272727272727,13677.011494252874
660,Apartment,2,other,16000,24.242424242424242,61900.17677136596
684,Apartment,2,Khirki Extension,15500,22.660818713450293,23170.721649484534
1440,Independent Floor,3,Chittaranjan Park,50000,34.72222222222222,50655.47445255474
900,Apartment,2,other,35000,38.888888888888886,61900.17677136596
900,Apartment,2,other,27000,30.0,61900.17677136596
5000,Villa,4,other,200000,40.0,61900.17677136596
1200,Independent Floor,3,Chittaranjan Park,50000,41.666666666666664,50655.47445255474
555,Independent Floor,2,laxmi nagar,12000,21.62162162162162,14418.079096045198
651,Independent Floor,2,laxmi nagar,18000,27.649769585253456,14418.079096045198
1090,Independent Floor,3,laxmi nagar,17000,15.596330275229358,14418.079096045198
680,Apartment,2,laxmi nagar,11000,16.176470588235293,14418.079096045198
610,Independent Floor,2,laxmi nagar,13500,22.131147540983605,14418.079096045198
1350,Independent Floor,3,Poorvi Pitampura,38000,28.14814814814815,40421.875
1250,Independent Floor,3,other,22000,17.6,61900.17677136596
1500,Independent Floor,4,other,26000,17.333333333333332,61900.17677136596
900,Independent Floor,2,other,24000,26.666666666666668,61900.17677136596
1800,Independent Floor,3,other,50000,27.77777777777778,61900.17677136596
900,Independent Floor,2,other,26000,28.88888888888889,61900.17677136596
900,Independent Floor,2,other,24000,26.666666666666668,61900.17677136596
900,Independent Floor,2,other,30000,33.333333333333336,61900.17677136596
900,Apartment,2,other,30000,33.333333333333336,61900.17677136596
560,Apartment,2,laxmi nagar,13000,23.214285714285715,14418.079096045198
560,Apartment,2,laxmi nagar,11000,19.642857142857142,14418.079096045198
560,Apartment,2,other,12000,21.428571428571427,61900.17677136596
780,Apartment,2,laxmi nagar,12000,15.384615384615385,14418.079096045198
1000,Villa,4,other,200000,200.0,61900.17677136596
750,Independent Floor,2,laxmi nagar,12000,16.0,14418.079096045198
1750,Independent Floor,3,other,52000,29.714285714285715,61900.17677136596
900,Independent Floor,2,Poorvi Pitampura,30000,33.333333333333336,40421.875
650,Apartment,2,Poorvi Pitampura,21000,32.30769230769231,40421.875
750,Independent Floor,2,other,26000,34.666666666666664,61900.17677136596
750,Apartment,2,other,20000,26.666666666666668,61900.17677136596
900,Independent Floor,2,Prashant Vihar Sector 14,24000,26.666666666666668,31888.88888888889
900,Independent Floor,2,Prashant Vihar Sector 14,20000,22.22222222222222,31888.88888888889
900,Independent Floor,2,Prashant Vihar Sector 14,23000,25.555555555555557,31888.88888888889
850,Apartment,2,other,23500,27.647058823529413,61900.17677136596
900,Independent Floor,3,other,26500,29.444444444444443,61900.17677136596
900,Independent Floor,2,Poorvi Pitampura,20000,22.22222222222222,40421.875
900,Independent Floor,2,Poorvi Pitampura,24000,26.666666666666668,40421.875
900,Independent Floor,2,other,22000,24.444444444444443,61900.17677136596
900,Independent Floor,2,Sector-7 Rohini,27000,30.0,20847.82608695652
900,Independent Floor,2,Prashant Vihar Sector 14,21000,23.333333333333332,31888.88888888889
1350,Independent Floor,3,Prashant Vihar Sector 14,37000,27.40740740740741,31888.88888888889
2050,Independent Floor,4,other,200000,97.5609756097561,61900.17677136596
651,Independent Floor,2,laxmi nagar,17000,26.113671274961597,14418.079096045198
900,Independent Floor,3,laxmi nagar,20000,22.22222222222222,14418.079096045198
990,Independent Floor,3,laxmi nagar,18000,18.181818181818183,14418.079096045198
1600,Independent Floor,3,other,17000,10.625,61900.17677136596
1600,Independent Floor,2,other,25000,15.625,61900.17677136596
650,Independent Floor,2,laxmi nagar,12000,18.46153846153846,14418.079096045198
550,Apartment,2,laxmi nagar,11000,20.0,14418.079096045198
2400,Independent Floor,4,other,75000,31.25,61900.17677136596
2000,Independent Floor,3,New Rajendra Nagar,82000,41.0,48647.05882352941
750,Independent Floor,2,other,18000,24.0,61900.17677136596
1250,Independent Floor,2,other,25000,20.0,61900.17677136596
1300,Apartment,2,other,140000,107.6923076923077,61900.17677136596
750,Apartment,2,other,25000,33.333333333333336,61900.17677136596
550,Apartment,2,Poorvi Pitampura,18000,32.72727272727273,40421.875
710,Apartment,2,other,14000,19.718309859154928,61900.17677136596
1360,Apartment,3,other,18000,13.235294117647058,61900.17677136596
1800,Independent Floor,3,other,21000,11.666666666666666,61900.17677136596
1500,Independent Floor,3,other,36000,24.0,61900.17677136596
300,Independent Floor,3,other,75000,250.0,61900.17677136596
300,Independent Floor,4,other,80000,266.6666666666667,61900.17677136596
900,Independent Floor,2,Govindpuri,12000,13.333333333333334,13677.011494252874
650,Independent Floor,2,other,10000,15.384615384615385,61900.17677136596
800,Independent Floor,2,Khirki Extension,15000,18.75,23170.721649484534
800,Independent Floor,2,Khirki Extension,14000,17.5,23170.721649484534
1500,Villa,5,other,400000,266.6666666666667,61900.17677136596
1500,Apartment,3,Sector-18 Dwarka,28000,18.666666666666668,30275.51020408163
800,Independent Floor,2,Govindpuri,12000,15.0,13677.011494252874
900,Independent Floor,2,Govindpuri,12000,13.333333333333334,13677.011494252874
900,Independent Floor,3,Govindpuri,18000,20.0,13677.011494252874
5211,Villa,4,South Extension Part 1,352162,67.58050278257532,259859.10714285713
651,Independent Floor,2,laxmi nagar,17000,26.113671274961597,14418.079096045198
800,Independent Floor,2,other,17000,21.25,61900.17677136596
900,Independent Floor,2,other,28000,31.11111111111111,61900.17677136596
1950,Apartment,3,Sector-18 Dwarka,32000,16.41025641025641,30275.51020408163
900,Independent Floor,2,Uttari Pitampura,21000,23.333333333333332,38741.379310344826
4950,Independent Floor,5,other,190000,38.38383838383838,61900.17677136596
750,Independent Floor,2,other,13000,17.333333333333332,61900.17677136596
560,Apartment,2,other,10500,18.75,61900.17677136596
700,Independent Floor,2,Sector-7 Rohini,18000,25.714285714285715,20847.82608695652
850,Villa,2,Sector-7 Rohini,18000,21.176470588235293,20847.82608695652
750,Independent Floor,2,Sector-7 Rohini,17000,22.666666666666668,20847.82608695652
651,Independent Floor,2,laxmi nagar,15000,23.04147465437788,14418.079096045198
900,Independent Floor,2,Poorvi Pitampura,23000,25.555555555555557,40421.875
1650,Apartment,3,Dwarka 11 Sector,38000,23.03030303030303,33541.666666666664
1000,Apartment,3,other,14000,14.0,61900.17677136596
950,Apartment,3,other,12500,13.157894736842104,61900.17677136596
950,Apartment,3,Khanpur Krishna Park,13000,13.68421052631579,12409.09090909091
900,Apartment,3,other,10000,11.11111111111111,61900.17677136596
1350,Apartment,3,other,18000,13.333333333333334,61900.17677136596
750,Apartment,2,other,10500,14.0,61900.17677136596
950,Apartment,3,other,9500,10.0,61900.17677136596
810,Apartment,2,Khanpur Krishna Park,10000,12.345679012345679,12409.09090909091
675,Apartment,2,other,8000,11.851851851851851,61900.17677136596
1450,Apartment,3,other,18000,12.413793103448276,61900.17677136596
775,Apartment,2,other,14500,18.70967741935484,61900.17677136596
810,Apartment,2,other,13000,16.049382716049383,61900.17677136596
810,Apartment,2,other,15000,18.51851851851852,61900.17677136596
1100,Apartment,3,other,14000,12.727272727272727,61900.17677136596
1050,Apartment,3,other,12500,11.904761904761905,61900.17677136596
950,Apartment,3,other,11000,11.578947368421053,61900.17677136596
1100,Apartment,3,Khanpur Krishna Park,13000,11.818181818181818,12409.09090909091
810,Apartment,2,other,9500,11.728395061728396,61900.17677136596
730,Apartment,2,other,9000,12.32876712328767,61900.17677136596
730,Apartment,2,Khanpur Krishna Park,8500,11.643835616438356,12409.09090909091
730,Apartment,2,other,7500,10.273972602739725,61900.17677136596
950,Apartment,3,other,12000,12.631578947368421,61900.17677136596
750,Apartment,2,other,9500,12.666666666666666,61900.17677136596
750,Apartment,2,Khanpur Krishna Park,10000,13.333333333333334,12409.09090909091
760,Apartment,2,other,8000,10.526315789473685,61900.17677136596
950,Apartment,3,Khanpur Krishna Park,12000,12.631578947368421,12409.09090909091
1400,Apartment,3,South Extension Part 1,40000,28.571428571428573,259859.10714285713
900,Independent Floor,3,laxmi nagar,20000,22.22222222222222,14418.079096045198
651,Independent Floor,2,other,15000,23.04147465437788,61900.17677136596
1800,Independent Floor,2,other,24000,13.333333333333334,61900.17677136596
756,Independent Floor,2,other,22000,29.1005291005291,61900.17677136596
1800,Independent Floor,3,other,39500,21.944444444444443,61900.17677136596
756,Independent Floor,2,other,20200,26.719576719576718,61900.17677136596
1800,Independent Floor,3,other,29500,16.38888888888889,61900.17677136596
756,Independent Floor,2,other,19800,26.19047619047619,61900.17677136596
756,Independent Floor,2,other,18000,23.80952380952381,61900.17677136596
900,Apartment,2,other,18200,20.22222222222222,61900.17677136596
1350,Independent Floor,3,other,34500,25.555555555555557,61900.17677136596
1800,Independent Floor,3,other,42000,23.333333333333332,61900.17677136596
2000,Independent Floor,3,other,38500,19.25,61900.17677136596
756,Independent Floor,2,other,20800,27.513227513227513,61900.17677136596
1150,Independent Floor,2,Jangpura Extension,50000,43.47826086956522,63021.739130434784
850,Independent Floor,2,other,21000,24.705882352941178,61900.17677136596
1000,Independent House,3,other,35000,35.0,61900.17677136596
720,Independent Floor,2,other,17000,23.61111111111111,61900.17677136596
1600,Independent Floor,3,other,18000,11.25,61900.17677136596
1350,Independent Floor,3,other,23000,17.037037037037038,61900.17677136596
651,Independent Floor,2,laxmi nagar,11000,16.897081413210447,14418.079096045198
3000,Independent Floor,8,New Rajendra Nagar,12000,4.0,48647.05882352941
2700,Independent Floor,4,South Extension,110000,40.74074074074074,131153.84615384616
2700,Independent Floor,3,other,90000,33.333333333333336,61900.17677136596
1500,Villa,3,other,25000,16.666666666666668,61900.17677136596
2185,Apartment,3,other,35000,16.018306636155607,61900.17677136596
2175,Apartment,3,other,33000,15.172413793103448,61900.17677136596
2597,Apartment,4,other,34600,13.323065075086639,61900.17677136596
1755,Apartment,2,other,29000,16.524216524216524,61900.17677136596
1875,Apartment,3,other,27000,14.4,61900.17677136596
1897,Apartment,3,other,28000,14.760147601476016,61900.17677136596
2085,Apartment,3,other,33000,15.827338129496402,61900.17677136596
2527,Apartment,4,other,40000,15.829046299960428,61900.17677136596
1996,Apartment,3,other,35000,17.53507014028056,61900.17677136596
1996,Apartment,3,other,34000,17.034068136272545,61900.17677136596
2390,Apartment,4,other,34500,14.435146443514645,61900.17677136596
2170,Apartment,3,other,40000,18.433179723502302,61900.17677136596
2390,Apartment,4,other,42000,17.573221757322177,61900.17677136596
1996,Apartment,3,other,38000,19.03807615230461,61900.17677136596
2100,Apartment,3,other,35000,16.666666666666668,61900.17677136596
2000,Apartment,2,other,350000,175.0,61900.17677136596
3000,Independent House,3,other,225000,75.0,61900.17677136596
1600,Independent Floor,3,Abul Fazal Enclave Jamia Nagar,22000,13.75,14000.0
1200,Independent Floor,2,other,30000,25.0,61900.17677136596
850,Apartment,2,Khirki Extension,17500,20.58823529411765,23170.721649484534
1500,Villa,5,other,200000,133.33333333333334,61900.17677136596
2700,Independent Floor,4,South Extension,950000,351.85185185185185,131153.84615384616
1800,Independent Floor,3,other,700000,388.8888888888889,61900.17677136596
760,Independent Floor,2,other,24000,31.57894736842105,61900.17677136596
900,Independent Floor,2,Jangpura Extension,27000,30.0,63021.739130434784
1800,Independent Floor,3,Jangpura Extension,110000,61.111111111111114,63021.739130434784
1800,Independent Floor,3,other,28000,15.555555555555555,61900.17677136596
1800,Independent Floor,3,other,34000,18.88888888888889,61900.17677136596
1500,Independent Floor,3,other,35000,23.333333333333332,61900.17677136596
2100,Apartment,4,Sector-18 Dwarka,36000,17.142857142857142,30275.51020408163
1850,Apartment,3,other,105000,56.75675675675676,61900.17677136596
2700,Independent Floor,3,other,120000,44.44444444444444,61900.17677136596
2925,Apartment,2,other,120000,41.02564102564103,61900.17677136596
2000,Independent Floor,3,other,450000,225.0,61900.17677136596
6000,Independent House,5,other,200000,33.333333333333336,61900.17677136596
1800,Independent Floor,3,Chittaranjan Park,30000,16.666666666666668,50655.47445255474
1000,Independent Floor,4,other,225000,225.0,61900.17677136596
600,Independent Floor,3,other,100000,166.66666666666666,61900.17677136596
600,Independent Floor,3,other,80000,133.33333333333334,61900.17677136596
600,Independent Floor,3,other,85000,141.66666666666666,61900.17677136596
400,Independent Floor,2,other,65000,162.5,61900.17677136596
600,Independent Floor,3,other,100000,166.66666666666666,61900.17677136596
600,Independent Floor,3,other,55000,91.66666666666667,61900.17677136596
1000,Independent Floor,4,other,150000,150.0,61900.17677136596
600,Independent Floor,3,other,100000,166.66666666666666,61900.17677136596
1600,Apartment,3,Mayur Vihar Phase 2,32000,20.0,20636.363636363636
1250,Independent Floor,2,Mayur Vihar Phase 2,20000,16.0,20636.363636363636
700,Independent Floor,2,Mayur Vihar Phase 2,15000,21.428571428571427,20636.363636363636
750,Apartment,2,other,9500,12.666666666666666,61900.17677136596
360,Independent Floor,2,other,27000,75.0,61900.17677136596
1000,Independent Floor,2,other,30000,30.0,61900.17677136596
1500,Independent Floor,3,other,40000,26.666666666666668,61900.17677136596
900,Apartment,2,other,30000,33.333333333333336,61900.17677136596
3475,Apartment,3,South Extension,60000,17.26618705035971,131153.84615384616
1100,Apartment,3,other,20000,18.181818181818183,61900.17677136596
1100,Apartment,2,other,24000,21.818181818181817,61900.17677136596
1100,Independent Floor,3,other,22000,20.0,61900.17677136596
1100,Independent Floor,3,other,35000,31.818181818181817,61900.17677136596
1800,Independent Floor,3,Jangpura Extension,75000,41.666666666666664,63021.739130434784
750,Independent Floor,2,other,23000,30.666666666666668,61900.17677136596
550,Independent Floor,2,other,9000,16.363636363636363,61900.17677136596
1600,Independent Floor,2,New Rajendra Nagar,25000,15.625,48647.05882352941
1000,Independent Floor,2,other,22500,22.5,61900.17677136596
600,Independent Floor,3,Bank Enclave,45000,75.0,60766.666666666664
600,Independent Floor,3,Bank Enclave,75000,125.0,60766.666666666664
600,Independent Floor,3,Bank Enclave,80000,133.33333333333334,60766.666666666664
1600,Apartment,3,Bank Enclave,57000,35.625,60766.666666666664
2700,Independent Floor,4,Bank Enclave,180000,66.66666666666667,60766.666666666664
1600,Independent Floor,3,Bank Enclave,46000,28.75,60766.666666666664
2100,Independent Floor,4,Bank Enclave,82000,39.04761904761905,60766.666666666664
1800,Apartment,5,Bank Enclave,50000,27.77777777777778,60766.666666666664
600,Independent Floor,3,Bank Enclave,48000,80.0,60766.666666666664
600,Apartment,3,Bank Enclave,100000,166.66666666666666,60766.666666666664
2700,Independent Floor,3,Bank Enclave,80000,29.62962962962963,60766.666666666664
1500,Independent Floor,3,Jangpura Extension,100000,66.66666666666667,63021.739130434784
6000,Independent House,6,other,100000,16.666666666666668,61900.17677136596
1200,Independent Floor,3,Abul Fazal Enclave Jamia Nagar,17000,14.166666666666666,14000.0
1200,Independent Floor,3,Jamia Nagar,17000,14.166666666666666,19750.0
1440,Independent Floor,4,Chittaranjan Park,60000,41.666666666666664,50655.47445255474
1440,Independent Floor,3,Chittaranjan Park,50000,34.72222222222222,50655.47445255474
2200,Independent Floor,3,other,250000,113.63636363636364,61900.17677136596
651,Apartment,2,other,15000,23.04147465437788,61900.17677136596
2250,Apartment,4,laxmi nagar,45000,20.0,14418.079096045198
800,Independent Floor,2,laxmi nagar,30000,37.5,14418.079096045198
1800,Apartment,3,other,26000,14.444444444444445,61900.17677136596
1700,Independent Floor,3,other,40000,23.529411764705884,61900.17677136596
900,Independent Floor,2,Prashant Vihar Sector 14,38000,42.22222222222222,31888.88888888889
2750,Independent Floor,3,other,100000,36.36363636363637,61900.17677136596
900,Independent Floor,3,Uttari Pitampura,29500,32.77777777777778,38741.379310344826
750,Independent Floor,2,Prashant Vihar Sector 14,21500,28.666666666666668,31888.88888888889
900,Independent Floor,2,Poorvi Pitampura,39000,43.333333333333336,40421.875
900,Independent Floor,2,other,38000,42.22222222222222,61900.17677136596
1350,Independent Floor,3,Poorvi Pitampura,50000,37.03703703703704,40421.875
850,Apartment,2,other,26000,30.58823529411765,61900.17677136596
1100,Apartment,3,other,20000,18.181818181818183,61900.17677136596
1200,Apartment,2,other,19000,15.833333333333334,61900.17677136596
1500,Independent Floor,3,other,35000,23.333333333333332,61900.17677136596
620,Independent Floor,2,other,18500,29.838709677419356,61900.17677136596
900,Independent Floor,2,other,25000,27.77777777777778,61900.17677136596
1900,Independent Floor,3,other,35000,18.42105263157895,61900.17677136596
900,Independent Floor,2,other,25000,27.77777777777778,61900.17677136596
2800,Independent Floor,4,other,130000,46.42857142857143,61900.17677136596
2000,Independent Floor,3,other,800000,400.0,61900.17677136596
1987,Independent Floor,3,other,75000,37.7453447408153,61900.17677136596
1500,Apartment,3,other,80000,53.333333333333336,61900.17677136596
1250,Independent Floor,3,Abul Fazal Enclave Jamia Nagar,22000,17.6,14000.0
1150,Independent Floor,3,Abul Fazal Enclave Jamia Nagar,14000,12.173913043478262,14000.0
750,Independent Floor,2,laxmi nagar,12000,16.0,14418.079096045198
750,Independent Floor,2,laxmi nagar,15000,20.0,14418.079096045198
1200,Independent Floor,3,laxmi nagar,20000,16.666666666666668,14418.079096045198
700,Independent Floor,2,laxmi nagar,12000,17.142857142857142,14418.079096045198
650,Independent Floor,2,laxmi nagar,12000,18.46153846153846,14418.079096045198
1050,Apartment,3,laxmi nagar,17500,16.666666666666668,14418.079096045198
1050,Apartment,3,laxmi nagar,16000,15.238095238095237,14418.079096045198
800,Apartment,2,laxmi nagar,13500,16.875,14418.079096045198
800,Apartment,2,laxmi nagar,13000,16.25,14418.079096045198
800,Apartment,2,laxmi nagar,11500,14.375,14418.079096045198
750,Apartment,2,laxmi nagar,11000,14.666666666666666,14418.079096045198
600,Independent Floor,2,laxmi nagar,10000,16.666666666666668,14418.079096045198
750,Apartment,2,laxmi nagar,13000,17.333333333333332,14418.079096045198
590,Independent Floor,2,laxmi nagar,10000,16.949152542372882,14418.079096045198
750,Independent Floor,2,laxmi nagar,11000,14.666666666666666,14418.079096045198
2400,Independent Floor,4,other,50000,20.833333333333332,61900.17677136596
2000,Independent Floor,3,other,35000,17.5,61900.17677136596
1869,Apartment,3,other,20000,10.700909577314071,61900.17677136596
950,Independent Floor,2,other,14000,14.736842105263158,61900.17677136596
400,Independent Floor,2,other,12000,30.0,61900.17677136596
1175,Apartment,2,Bank Enclave,14000,11.914893617021276,60766.666666666664
1195,Apartment,2,other,15000,12.552301255230125,61900.17677136596
1575,Apartment,3,other,35000,22.22222222222222,61900.17677136596
1575,Apartment,3,other,21200,13.46031746031746,61900.17677136596
1170,Apartment,2,Bank Enclave,13000,11.11111111111111,60766.666666666664
1195,Apartment,2,Bank Enclave,15500,12.97071129707113,60766.666666666664
1150,Apartment,2,other,13000,11.304347826086957,61900.17677136596
1100,Apartment,2,other,15000,13.636363636363637,61900.17677136596
1666,Apartment,3,other,21500,12.90516206482593,61900.17677136596
1350,Apartment,3,other,14000,10.37037037037037,61900.17677136596
1545,Apartment,3,other,17000,11.003236245954692,61900.17677136596
